Player,Nation,Position,Team,Age,Weekly,Annual
Harvey Elliott,ENG,"MF,FW",Liverpool,19.55318503908631,52526.40843731452,2296885.241500111
Jaden Philogene Bidace,ENG,"FW,MF",Aston Villa,20.950062155705837,48803.853914125495,2391142.074878631
José Sá,POR,GK,Wolves,32.14366400802363,47260.72797753194,2399846.5042930893
Sam Johnstone,ENG,GK,Wolves,32.32583799456735,52863.805101192316,2297521.059622502
Danny Ward,WAL,GK,Leicester City,29.310461952446726,49595.089816362706,2466681.427200019
Jamaal Lascelles,ENG,DF,Newcastle Utd,31.57497752185899,52607.27679468523,2632846.972597749
Martin Dúbravka,SVK,GK,Newcastle Utd,35.98956165137662,53481.02579482837,2672654.520188869
Axel Tuanzebe,COD,DF,Ipswich Town,24.886679447324052,48671.390117917064,2544786.1224907427
Sávio,BRA,"FW,MF",Manchester City,18.943404221408713,45368.53271079407,2608879.5755511755
Fabio Carvalho,POR,"FW,MF",Brentford,22.949127058577407,46569.904260239084,2428061.846336781
Kristoffer Ajer,NOR,DF,Brentford,24.827170210986694,53564.98778159606,2549883.017383262
Yankuba Minteh,,RW,Brighton,19.067902814651756,49288.70194134354,2581834.520260797
Armando Broja,ALB,FW,Everton,22.60840456409775,48363.064734723244,2598094.6517513804
Ashley Young,ENG,DF,Everton,40.61927472198026,47455.29582014019,2694845.313710872
Elliot Anderson,ENG,MF,Nott'ham Forest,20.470906002329215,53679.5043983972,2401783.6471374636
Emmanuel Dennis,NGA,CF,Nott'ham Forest,26.471034848689385,53437.412775280696,2594068.6837690966
Ola Aina,NGA,DF,Nott'ham Forest,26.545575567231374,51966.68104134486,2470594.1778778634
Willy Boly,CIV,DF,Nott'ham Forest,31.51479859451805,52687.695548717944,2596234.138703124
Carlos Vinícius,BRA,"MF,FW",Fulham,26.27279877580896,47972.69126884135,2330886.793057409
Stefan Bajcetic,,DM,Liverpool,21.347597100006492,48678.56276825995,2661510.1430392866
Harry Souttar,AUS,CB,Leicester City,26.29177314099056,51276.88367828681,2483785.2956226463
Deivid Washington,,CF,Chelsea,19.275594727827006,49275.055479587805,2484258.2173510226
Jens Cajuste,SWE,MF,Ipswich Town,22.007223965148068,49056.00168048684,2340637.438355409
Altay Bayındır,TUR,GK,Manchester Utd,26.754190102278155,44031.68389317075,2376831.9698299454
Ben Brereton,CHI,FW,Southampton,26.431291279566317,42369.21159294328,2009325.1944115092
Adam Wharton,,DM,Crystal Palace,20.987687730856944,46178.95087830008,2380882.1295082415
Joel Ward,ENG,DF,Crystal Palace,35.958248509269765,43493.36475324164,2437075.8250283618
Dango Ouattara,BFA,FW,Bournemouth,21.111557048042375,38895.74830809279,2057859.5333837094
Marcus Tavernier,ENG,"FW,MF",Bournemouth,22.502691735104975,46639.99814909445,2039807.2904120558
Max Aarons,ENG,DF,Bournemouth,22.56476504854977,40546.376686022646,2108300.178945032
Vladimír Coufal,CZE,DF,West Ham,31.267872222008783,43805.6683469954,2332326.640330748
André,BRA,MF,Wolves,23.88097169730719,46055.262763463375,2171936.218067346
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,27.279189231028553,45600.71624524931,2306446.6710146596
Sasa Kalajdzic,AUT,CF,Wolves,27.911679751177893,40340.413111998416,2154805.7092720144
Bilal El Khannouss,,AM,Leicester City,20.100677037948103,44472.536609051705,2362518.97371899
Bobby De Cordova-Reid,JAM,FW,Leicester City,28.647503261562164,39354.47857853516,2244533.3292124174
Jacob Murphy,ENG,FW,Newcastle Utd,29.690422940942316,41660.43365804518,2359785.7632060866
Arijanet Muric,KVX,GK,Ipswich Town,24.192843450021094,46348.68597244545,2005386.9028566189
Dara O'Shea,IRL,DF,Ipswich Town,24.1165781693511,41022.208713702326,2194903.0402087155
Christian Nørgaard,DEN,MF,Brentford,32.4700211781284,44643.149380148374,2324610.790019642
Keane Lewis-Potter,ENG,"DF,FW",Brentford,21.180108205643,45827.26736963115,2443455.5104041505
Rico Henry,ENG,DF,Brentford,28.02999410696481,45064.21968550179,2238028.40663837
Marcus Bettinelli,ENG,GK,Chelsea,28.963700231517894,40481.71349365897,2205152.3603325957
Bart Verbruggen,NED,GK,Brighton,20.11263698438986,44471.26850876328,2270497.0626499522
Tariq Lamptey,GHA,DF,Brighton,23.363059480439055,39816.443556788865,2118175.2010223223
Jake O'Brien,,CB,Everton,21.01027853873607,43057.54616890824,2212580.407481123
Jarrad Branthwaite,ENG,DF,Everton,22.988570173251762,40788.24317251758,2205182.454091519
Andrew Omobamidele,IRL,DF,Nott'ham Forest,20.935392908876693,42665.1228882836,2255086.0593193998
Harry Toffolo,ENG,DF,Nott'ham Forest,25.4951653484094,42470.18011867595,2197429.122120249
Matz Sels,BEL,GK,Nott'ham Forest,33.365789048014705,41161.318621112645,2397890.157655206
Morato,BRA,DF,Nott'ham Forest,22.26815238666673,46331.02034306269,2026286.0889850417
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,26.123002606204953,46674.046517326016,2194282.521565685
Harry Wilson,WAL,"FW,MF",Fulham,25.238031665982273,40955.09321632564,2101519.091368932
Chris Mepham,WAL,CB,Bournemouth,25.170265108692,48876.548055503496,2221562.2723247292
Evan Ferguson,IRL,FW,West Ham,18.83262848906887,38221.22404748892,2150236.395491836
Samuel Iling-Junior,ENG,LW,Aston Villa,19.83807327355859,38057.29485676292,2140948.9799772887
Fábio Silva,POR,,Wolves,19.88715061480355,41258.5259950536,2298669.2370732077
Michael Kayode,,RB,Brentford,18.866929336698764,37560.3245223342,2224058.41190678
Charlie Taylor,ENG,DF,Southampton,30.58715799665321,36507.208314494754,1895350.814200997
Flynn Downes,ENG,MF,Southampton,26.3948140710119,34794.13934873192,1923586.3199276074
Paul Onuachu,NGA,FW,Southampton,31.398683302256035,35413.12003253814,2048605.4124660615
Chadi Riad,,CB,Crystal Palace,20.317925768449296,36123.794911367506,1869959.6914497754
Dean Huijsen,,CB,Bournemouth,19.179851008744585,33455.876414418664,1776689.6614478664
Milos Kerkez,HUN,DF,Bournemouth,19.99419386010441,33449.0348713686,2032218.8705517275
Crysencio Summerville,NED,"FW,MF",West Ham,22.762838704315026,38805.86933200373,2003962.0114849736
Jarell Quansah,,CB,Liverpool,19.762563761393086,35819.94548067867,1877882.8389261859
João Gomes,BRA,MF,Wolves,21.313528791755562,33015.04212414966,1791549.1127260332
Santiago Bueno,URU,DF,Wolves,24.636736273226415,37394.955739023615,1914950.7575019742
James Justin,ENG,DF,Leicester City,27.014430222001568,36503.8354136735,1894997.254146059
Jordan Ayew,GHA,"FW,MF",Leicester City,33.70866013749702,38548.609394880325,1882277.483262302
Ben Johnson,ENG,"DF,FW",Ipswich Town,24.522593311298643,36824.50329142463,1987658.311202882
Sam Morsy,EGY,MF,Ipswich Town,35.17269873259451,40054.118096699756,1768632.3980529986
Scott Carson,ENG,GK,Manchester City,39.53156872217306,34271.50365055788,1743932.9540208916
Ethan Pinnock,JAM,DF,Brentford,29.87233810407483,35579.65310116395,1823911.8748408991
Josh Dasilva,ENG,CM,Brentford,23.004129895768855,36451.23060413097,1993999.6717696837
Mark Flekken,NED,GK,Brentford,31.37529009498875,35068.419859817644,1837431.8026721063
Mikkel Damsgaard,DEN,"MF,FW",Brentford,22.83179239321054,37497.66452662575,2040147.5253095143
Nathan Collins,IRL,DF,Brentford,24.873544329187233,34536.97161318973,1735455.3089050273
Vitaly Janelt,GER,MF,Brentford,25.754828056258308,39847.11397533457,1735116.6989881408
Jan Paul van Hecke,NED,DF,Brighton,23.249399571441735,38280.798442658175,2018291.247682501
Asmir Begović,BIH,GK,Everton,34.95236629290162,37077.88597670629,1716592.378894155
James Garner,ENG,"MF,DF",Everton,22.920093964205474,33143.276950551925,2066559.219627414
Youssef Chermiti,,CF,Everton,20.85174393086244,34304.05395845962,1867277.6114549483
Danilo,BRA,"MF,FW",Nott'ham Forest,23.910486119649235,34595.94663691043,2009698.8986884132
Murillo,,CB,Nott'ham Forest,24.14917634083048,35656.16768946834,1934943.7468678716
Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,25.188360580218408,34908.43394537904,1801694.249385421
Tom Cairney,SCO,MF,Fulham,30.049461580343753,38656.38171328877,1871796.9908092495
Amad Diallo,CIV,"MF,FW",Manchester Utd,23.421368984128442,32341.642052868818,1869624.7485649118
Nathan Patterson,SCO,DF,Everton,23.676364690270113,36599.0220336163,1709329.0637222307
George Hirst,SCO,FW,Ipswich Town,22.57838040045662,36867.579558269565,1637451.384745439
Kevin Danso,AUT,DF,Tottenham,22.60437947546137,35621.31081242523,1838762.1984908234
Đorđe Petrović,SRB,,Chelsea,26.659102764526253,33200.574207627295,1635295.9424031002
Diego Gómez,,CM,Brighton,19.168319153379862,30341.550475109332,1826103.6786191699
William Smallbone,IRL,MF,Southampton,25.499342789951598,27647.355513917148,1593957.1052497833
Wilson Odobert,,LW,Tottenham,18.940452543608636,28803.13478096353,1713608.4973599706
Julian Araujo,MEX,DF,Bournemouth,20.33277429887251,30217.05551113758,1516507.764362515
Luis Guilherme,,RW,West Ham,16.620620809694902,27790.474473419406,1548420.8975193505
Rodrigo Gomes,POR,"DF,FW",Wolves,22.646228414100975,27851.244202174308,1610976.4367671183
Toti Gomes,POR,DF,Wolves,26.26058649981875,31399.908143368266,1509176.2951357046
Caleb Okoli,ITA,DF,Leicester City,20.9519394184921,28273.801810966128,1649448.8162065174
Facundo Buonanotte,,AM,Leicester City,20.998932074560926,31562.085836444672,1733391.9715829599
Victor Kristiansen,,LB,Leicester City,21.382107428145357,29152.98440256047,1745918.0023663023
Chiedozie Ogbene,IRL,FW,Ipswich Town,27.310970304419545,27602.32826640214,1741790.802182453
Jack Clarke,ENG,"FW,MF",Ipswich Town,25.245845868521155,30118.325939386912,1743368.7262045695
Jacob Greaves,ENG,DF,Ipswich Town,23.841383259622333,31178.06071939557,1702844.023962279
Leif Davis,ENG,DF,Ipswich Town,25.464733945290646,28340.966622011405,1500137.9320272617
Sammie Szmodics,IRL,"FW,MF",Ipswich Town,25.3410168770676,28254.943030418934,1726091.8620117696
Rico Lewis,,RB,Manchester City,21.898500681171864,31290.583762497154,1509264.2664628022
Gustavo Nunes,,LW,Brentford,18.719981839159246,31553.570224820287,1473653.006377908
Yoane Wissa,COD,FW,Brentford,26.26753138226647,28243.29053797363,1611231.5198834764
Renato Veiga,,LB,Chelsea,22.45787474804251,28260.650831390372,1541474.2600541727
Dwight McNeil,ENG,"MF,FW",Everton,25.90513676613179,27504.277900412228,1572799.5410971567
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,21.535166188007654,32114.38281650438,1597444.5095406086
Jota Silva,POR,"FW,MF",Nott'ham Forest,25.115370189149772,33042.48109377942,1665027.6560182811
Jorge Cuenca,ESP,DF,Fulham,26.13116363251166,28493.678637251112,1719961.5824981197
Jaidon Anthony,ENG,"FW,MF",Bournemouth,22.367180728269815,30480.061363968376,1705291.2231366336
Isaac Hayden,ENG,DM,Newcastle Utd,26.94959241351902,26921.942321503808,1444044.9561288126
Antonín Kinský,,GK,Tottenham,22.046834870915017,24440.87678535833,1256559.6962024854
Nayef Aguerd,MAR,,West Ham,28.152465895179716,28752.260037562788,1295438.0193814153
Abdukodir Khusanov,,CB,Manchester City,19.784305538201266,28903.135168154637,1294728.1574454363
Bashir Humphreys,,CB,Chelsea,20.43373736433285,28433.544240626386,1499089.4097574283
Carlos Alcaraz,ARG,"FW,MF",Everton,19.316478458319768,26946.00111580772,1480625.5406384754
Kobbie Mainoo,,CM,Manchester Utd,18.00514153349223,26861.557447711693,1168784.1100114337
Gavin Bazunu,IRL,GK,Southampton,19.852830995541517,23820.091028450697,1211239.3532002792
Kyle Walker-Peters,ENG,DF,Southampton,25.56173269761795,25891.7279632635,1250231.3223808913
Mateus Fernandes,,CM,Southampton,19.807194951650885,26706.61250055756,1197375.8626488692
Ross Stewart,SCO,FW,Southampton,25.57197845187007,23935.24887183623,1273242.5673649337
Mark Travers,IRL,GK,Bournemouth,26.726237996135954,22416.477513076516,1182679.0524863435
Jean-Clair Todibo,FRA,DF,West Ham,25.72413655464465,22999.08790376098,1352992.8060739052
Kosta Nedeljkovic,,RB,Aston Villa,17.08189221402234,22753.405702273834,1190737.727040875
Carlos Forbs,,LW,Wolves,21.93945703215944,22147.507605070412,1301681.335329672
Daniel Bentley,ENG,GK,Wolves,33.613616441531086,24744.466612223936,1337611.0380691602
Daniel Iversen,DEN,GK,Leicester City,26.188119469758718,24045.11727576566,1243537.3253809435
William Osula,,CF,Newcastle Utd,20.41899503983203,24103.82775240117,1266420.564664926
Christian Walton,ENG,GK,Ipswich Town,29.415367968771324,26419.801638422396,1162825.0613483824
Liam Delap,,CF,Ipswich Town,20.981270960361513,22212.731418042527,1230838.8966631438
Mads Roerslev,DEN,DF,Brentford,27.481904339679847,25767.747163579395,1213490.6107233583
Sepp van den Berg,NED,DF,Brentford,19.902161848141642,25053.668090077812,1241169.6270457013
Jason Steele,ENG,GK,Brighton,31.943077639156403,24251.37872439305,1220392.7139914108
Tim Iroegbunam,,CM,Everton,22.913701622940337,25445.93339531428,1209444.2919017328
Issa Kaboré,BFA,"DF,MF",Manchester City,23.097101218247765,24455.702359709514,1355524.5208791778
Jeremy Sarmiento,ECU,MF,Brighton,22.062187552081994,28173.317741098057,1284853.2226948023
Albert Grønbaek,,CM,Southampton,24.344538004429946,23813.70075876343,1138608.997079837
Chido Obi-Martin,,CF,Manchester Utd,15.763334086518778,19069.176542801102,1105099.2963114122
Welington,BRA,"DF,MF",Southampton,24.928052118393037,18727.111034399288,956102.5987156769
Romain Esse,,AM,Crystal Palace,17.95986254856523,18325.386601637925,1039724.599244861
Hamed Junior Traorè,CIV,"FW,MF",Bournemouth,25.38344290006368,21622.922626218446,955845.3393590507
Julio Soler,,LB,Bournemouth,17.187730815308605,21918.76055544912,1094586.8872045851
Andrés García,,RB,Aston Villa,21.54587013900602,18567.990594525014,1053211.9786618608
Enzo Barrenechea,,,Aston Villa,20.790723448719177,20259.50869965601,1030336.8037839243
Ki-Jana Hoever,NED,,Wolves,25.27756312795589,18496.118634295064,1069218.625191417
Nasser Djiga,BFA,DF,Wolves,21.86153164862629,18455.28588916851,1061907.8819364675
Woyo Coulibaly,FRA,DF,Leicester City,24.646529381615267,19070.48486619419,1056198.6288039098
Julio Enciso,PAR,"MF,FW",Ipswich Town,21.375248633234868,19772.549456151635,1091334.6689227715
Christian McFarlane,,LB,Manchester City,18.118291213287005,19031.748247690353,952537.3352347384
Claudio Echeverri,,AM,Manchester City,17.429448621435093,20094.214138595617,1115828.0137748444
Aarón Anselmino,,CB,Chelsea,19.128205563923476,18507.31416047175,1040977.952123262
Andrey Santos,,,Chelsea,19.213714231902994,21723.75574315598,1009044.0684958677
Eiran Cashin,IRL,DF,Brighton,21.87869809710232,21636.255465516548,943592.7973479932
Armel Bella Kotchap,GER,DF,Southampton,22.186701311415206,16796.467800778028,967638.5370444217
Juan Larios,,LB,Southampton,21.145209825228672,20130.778220287684,983671.0703909722
Nathan Wood,,CB,Southampton,22.840663709666234,18456.037587869345,944755.4029869413
Ronnie Edwards,ENG,DF,Southampton,19.039000857985737,17674.780641459507,943473.2473116909
Ryan Manning,IRL,"DF,MF",Southampton,29.181643126304657,16921.225641266843,921738.2435845122
Samuel Edozie,,LW,Southampton,23.66002013258383,20038.893903944685,857948.1728088987
Brandon Austin,ENG,GK,Tottenham,25.80318945609916,19216.80816179627,926062.8656490259
Lucas Bergvall,,AM,Tottenham,16.635076613404685,18715.501769831575,1038206.3578672645
Enes Ünal,TUR,"FW,MF",Bournemouth,24.800358244725253,18394.05049784979,987083.8946462206
Wes Foderingham,ENG,GK,West Ham,30.78911971691758,17675.093045147623,947049.5052844555
Curtis Jones,ENG,"MF,DF",Liverpool,21.702850937072732,18213.92204983072,867929.7088812343
Jørgen Strand Larsen,NOR,FW,Wolves,26.086617211402995,17983.61782224679,900452.9420544542
Luke Cundle,ENG,MF,Wolves,20.0271711540129,19809.74368167097,858333.7930105296
Pedro Lima,,RB,Wolves,18.57137115259032,19037.620100968084,873590.2078142568
Kasey McAteer,IRL,"FW,MF",Leicester City,21.54883333431984,20084.59203726587,957222.5716289633
Luke Thomas,ENG,DF,Leicester City,24.877814143619794,19868.520698030406,1038217.904960029
Conor Chaplin,ENG,"MF,FW",Ipswich Town,25.88682030141473,17320.85619767223,916011.0180437178
Conor Townsend,ENG,DF,Ipswich Town,32.615562865455466,19379.483390264664,938261.8336174472
James McAtee,,CM,Manchester City,22.996488084182378,17851.119117633145,881722.2065819362
Jayden Meghoma,,LB,Brentford,17.589135047767478,17036.025856474018,1031039.8644523323
Yunus Emre Konak,,DM,Brentford,18.82987789610324,19874.788170518757,858542.3915356823
Carlos Miguel,BRA,GK,Nott'ham Forest,26.25426469436109,19628.156901678427,1011777.7243229351
Ashley Phillips,,CB,Tottenham,18.008239102581925,20042.50553862681,946303.7118817226
Ben Doak,,RW,Liverpool,17.950187476787217,19502.600748626268,1103481.2110355583
Lewis O'Brien,ENG,CM,Nott'ham Forest,26.80570480534893,21227.071420744796,950703.3626384842
Enso González,,LW,Wolves,17.48916939438205,14329.72837548118,838758.052371784
Carlos Baleba,,DM,Brighton,19.266392011544998,13895.313710505336,867519.418982078
Simon Adingra,CIV,"FW,MF",Brighton,23.47855877454483,14930.72376634213,820464.941404029
Luke Harris,,AM,Fulham,17.387347637644194,17324.06427325854,849603.7602525024
Alex Palmer,ENG,GK,Ipswich Town,25.208572159617752,15077.822740675498,766574.3606447544
Naouirou Ahamada,FRA,MF,Crystal Palace,22.18546174929142,12633.655854751825,664957.960062936
Michael Olakigbe,,RW,Brentford,21.536755312769884,12523.362772350296,641331.9412189417
Valentín Barco,ARG,MF,Brighton,18.54319601045122,14101.543599879351,717570.9048029612
Wayne Hennessey,WAL,GK,Nott'ham Forest,33.59639130486745,13178.610413869252,635689.1413499255
James Bree,ENG,DF,Southampton,23.993445880350297,12673.342074156533,632863.2508556695
Joe Lumley,ENG,GK,Southampton,30.170415578121222,12762.710652663005,655359.2575208109
Caoimhín Kelleher,IRL,GK,Liverpool,23.693718935870116,11223.16973455153,576059.7202558788
Conor Bradley,NIR,DF,Liverpool,19.359219690046213,11534.95322788944,652952.6235431267
Joe Gauci,,GK,Aston Villa,23.159977159486353,11214.25846105387,697457.0379377871
Kortney Hause,ENG,CB,Aston Villa,27.294959961036106,11417.488961250268,677599.7803769679
Rayan Aït-Nouri,ALG,DF,Wolves,24.451504137742983,11279.406390642038,640510.9223577054
Tom King,WAL,GK,Wolves,29.671128092335557,12870.206839061282,650717.4690799706
Tommy Doyle,ENG,MF,Wolves,21.057364023935524,12371.049498394896,662695.4207867847
Issahaku Fatawu,,RW,Leicester City,18.20249912125913,12831.453426748365,646789.6338323293
Jakub Stolarczyk,,GK,Leicester City,25.582733002325156,11559.067671545376,588641.5176113679
Mads Hermansen,,GK,Leicester City,22.13099527786986,12794.622476959723,696682.325242473
Stephy Mavididi,ENG,FW,Leicester City,23.46163339342312,12881.404132836591,664709.3936398119
Mark Gillespie,ENG,GK,Newcastle Utd,28.86885027676822,13046.289985476727,622439.6103252019
Ali Al Hamadi,IRQ,FW,Ipswich Town,24.062471632562698,12919.903842396592,629456.4485638218
Harry Clarke,,RB,Ipswich Town,24.40951752181129,11238.202747365433,575313.0878809032
Jack Taylor,IRL,MF,Ipswich Town,28.512618684646913,12756.013492772243,666080.7890050958
Massimo Luongo,AUS,MF,Ipswich Town,27.993697774648748,13193.73544425074,595814.7628058927
Wes Burns,WAL,"FW,DF",Ipswich Town,30.339164197822758,13028.053059550382,573166.6937996357
Hákon Rafn Valdimarsson,,GK,Brentford,21.104004020041927,11408.998335830162,649814.656398254
